date,timestamp,USD,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
2025-05-20 00:00:01,1747699201,1,3.6725,70.3149,87.6278,386.2972,1.79,919.3335,1134.25,1.5505,1.79,1.7004,1.7408,2.0,121.5932,1.7403,0.376,2959.8554,1.0,1.2951,6.932,5.6654,1.0,85.4691,13.5398,3.0151,2.0,1.3952,2863.7141,0.8346,945.2107,7.2142,4207.8201,507.2018,24.0,98.1413,22.1309,177.721,6.6403,58.9894,133.1856,50.0555,15.0,133.7092,0.8901,2.2706,0.7488,6.6398,0.7487,2.7398,0.7488,12.308,0.7488,72.7025,8710.9367,7.6903,209.2619,7.8212,26.0586,6.7061,130.8225,357.7117,16451.8513,3.5364,0.7488,85.4614,1312.6809,42001.8983,129.6659,0.7488,159.6411,0.709,144.9526,129.1348,87.3888,3990.1507,1.5506,437.8755,1389.8247,0.3074,0.8333,510.9906,21814.5709,89500.0,299.4956,200.2856,18.0748,5.5171,9.2538,17.4077,4518.3314,55.0005,2104.7338,3566.4762,8.0555,39.8099,46.0228,15.4812,1744.1119,19.356,4.2922,63.8364,18.0748,1597.423,36.8521,10.3071,136.7505,1.6881,0.3845,1.0,3.6933,4.1582,55.7593,282.4917,3.7859,8051.6898,3.64,4.4765,104.2736,80.6114,1425.0945,3.75,8.5252,14.6578,454.2145,9.686,1.295,0.7488,22.7481,22748.0773,572.0386,36.8949,4617.9397,21.8062,12916.8592,18.0748,33.1,10.3947,3.5,3.0107,2.3756,38.8519,6.8054,1.5506,30.0669,2679.4402,41.5763,3656.8546,41.7838,12915.6268,94.8024,25952.6387,120.7955,2.7895,583.834,2.7,1.79,0.7386,583.834,106.2114,244.5874,18.0749,26.9422,26.8719
2025-05-21 00:00:02,1747785602,1,3.6725,70.1256,87.1217,385.5526,1.79,919.1684,1142.0,1.5582,1.79,1.7,1.7359,2.0,121.7104,1.7363,0.376,2967.5341,1.0,1.2954,6.9327,5.6494,1.0,85.5786,13.5439,3.0118,2.0,1.3925,2872.1273,0.8306,938.0118,7.2202,4157.6502,505.8063,24.0,97.8645,22.1153,177.721,6.6177,58.9121,132.8704,49.895,15.0,133.8896,0.8875,2.2577,0.7475,6.6179,0.7474,2.7396,0.7475,12.1339,0.7475,72.7187,8709.7599,7.6757,209.2698,7.8286,26.0184,6.6872,130.7782,357.1561,16419.936,3.5332,0.7475,85.5757,1311.9342,42000.393,129.6375,0.7475,159.2164,0.709,144.5003,129.1243,87.4374,3987.2207,1.5585,436.6408,1393.2226,0.307,0.8333,511.8243,21803.7062,89500.0,300.0429,199.9268,17.942,5.4933,9.2518,17.4379,4517.1467,54.7166,2099.9508,3573.6538,8.0633,39.8188,45.865,15.4501,1743.7752,19.273,4.295,63.8355,17.942,1596.7826,36.8033,10.2781,136.9258,1.689,0.3845,1.0,3.6917,4.121,55.713,282.4937,3.7663,8041.0277,3.64,4.5101,104.1889,80.6389,1455.8462,3.75,8.5527,14.2155,449.0953,9.658,1.2954,0.7475,22.7481,22748.0773,571.691,36.5624,4621.0048,21.7447,12884.5906,17.942,32.9962,10.3653,3.5,3.0055,2.3548,38.8506,6.7886,1.5585,30.0867,2676.6626,41.5114,3654.6497,41.8682,12884.0306,94.8556,25953.8393,120.7201,2.7573,582.1877,2.7,1.79,0.739,582.1877,105.9119,243.9027,17.9416,27.0654,26.8786
2025-05-22 00:00:02,1747872002,1,3.6725,69.9467,86.6851,384.9543,1.79,922.3848,1145.0,1.5527,1.79,1.7002,1.7271,2.0,121.8053,1.7272,0.376,2978.8802,1.0,1.2895,6.9311,5.6673,1.0,85.6382,13.5002,3.04,2.0,1.3863,2891.6291,0.8255,944.0411,7.2025,4183.8695,507.3934,24.0,97.3719,21.9754,177.721,6.5896,59.0153,132.7721,49.8603,15.0,134.0882,0.883,2.2651,0.7452,6.5893,0.7452,2.7391,0.7452,12.0129,0.7452,72.7986,8698.9771,7.6852,210.1851,7.8307,26.0517,6.6535,131.0123,355.3755,16396.1701,3.5548,0.7452,85.6383,1312.3946,42071.415,127.7552,0.7452,159.0887,0.709,143.76,129.1819,87.4454,4003.0585,1.5529,434.4427,1377.4951,0.307,0.8333,509.8738,21714.2543,89500.0,299.7289,200.3254,17.9506,5.4904,9.2229,17.3735,4506.5861,54.5741,2102.7831,3563.104,8.0658,39.8934,45.4104,15.4802,1741.1913,19.3546,4.2709,63.9338,17.9506,1586.1595,36.8446,10.1683,137.0211,1.6845,0.3845,1.0,3.6812,4.1532,55.6633,281.9998,3.7467,8014.8853,3.64,4.476,103.4014,79.949,1442.8402,3.75,8.5546,14.396,545.0939,9.5762,1.2895,0.7452,22.8207,22820.7227,572.2545,36.6939,4556.9032,21.6353,12956.9529,17.9506,32.7274,10.3381,3.5059,2.9915,2.3731,38.8719,6.8016,1.5529,29.9495,2688.722,41.4396,3656.2688,41.7192,12914.0722,94.9652,25986.3001,121.1913,2.7027,579.257,2.7,1.79,0.7365,579.257,105.3787,244.2366,17.9508,27.2099,26.8853
2025-05-23 00:00:01,1747958401,1,3.6725,69.9825,86.6943,384.9775,1.79,920.1178,1143.58,1.5586,1.79,1.6998,1.7323,2.0,121.8454,1.732,0.376,2978.4882,1.0,1.2918,6.9272,5.6447,1.0,85.9936,13.4894,3.0207,2.0,1.3862,2881.1557,0.8277,943.5083,7.2034,4184.582,508.0564,24.0,97.6657,22.0605,177.721,6.6081,59.0185,132.5938,49.8922,15.0,133.8965,0.8858,2.267,0.7451,6.6082,0.7451,2.7368,0.7451,11.8165,0.7451,72.7785,8701.9553,7.6791,209.6728,7.8271,26.038,6.6736,130.9258,357.0784,16345.0794,3.5913,0.7451,85.9969,1311.7517,42038.565,128.0771,0.7451,158.9696,0.709,143.7494,129.1511,87.4454,3996.1803,1.5588,435.7535,1381.1773,0.3069,0.8333,507.6908,21723.0381,89500.0,299.264,200.1512,18.006,5.4758,9.2334,17.3503,4517.3518,54.4272,2100.5649,3552.4844,8.0617,39.8508,45.5406,15.4655,1741.9798,19.3412,4.2711,63.8915,18.006,1585.985,36.8189,10.2,137.5898,1.6945,0.3845,1.0,3.6838,4.1165,55.7411,281.7426,3.7615,8023.2753,3.64,4.4772,103.693,79.6966,1450.5873,3.75,8.5524,14.728,512.3306,9.6299,1.2918,0.7451,22.8207,22820.7227,571.8498,36.743,4581.2998,21.7005,12921.1053,18.006,32.8182,10.3506,3.5037,2.9935,2.3636,38.9973,6.7986,1.5588,29.9691,2706.0242,41.4952,3653.8119,41.6593,12913.4056,95.0189,25991.7635,120.9573,2.7572,581.0047,2.7,1.79,0.7379,581.0047,105.6966,243.989,18.0045,27.2454,26.8912
2025-05-24 00:00:01,1748044801,1,3.6725,69.9944,86.6837,384.5731,1.79,920.0543,1137.0,1.5448,1.79,1.7003,1.7235,2.0,121.7913,1.7243,0.376,2977.3986,1.0,1.286,6.9324,5.7062,1.0,85.4126,13.4751,3.0151,2.0,1.3767,2876.0763,0.8223,943.1126,7.1813,4188.2675,508.2311,24.0,97.1671,21.9428,177.721,6.5745,59.0405,132.6132,49.8988,15.0,133.9082,0.8812,2.2639,0.7404,6.5745,0.7404,2.737,0.7404,11.1197,0.7404,72.767,8687.6277,7.6816,209.6648,7.832,26.0452,6.6395,130.8496,355.5354,16229.8577,3.6058,0.7404,85.4133,1311.7312,42026.4475,127.7858,0.7404,158.9654,0.709,142.6745,129.1818,87.5175,3995.9609,1.5447,433.5288,1368.3701,0.3067,0.8333,508.5734,21768.858,89500.0,299.3575,200.2341,17.8798,5.4755,9.2065,17.3651,4523.0641,54.4735,2101.4497,3592.0088,8.0669,39.8498,45.529,15.4706,1745.3569,19.2772,4.238,63.8501,17.8798,1580.7075,36.8316,10.1121,136.6601,1.674,0.3845,1.0,3.6845,4.121,55.3832,281.7287,3.7535,8032.5593,3.64,4.4607,103.3458,79.5992,1452.7625,3.75,8.5476,14.817,511.2854,9.5367,1.286,0.7404,22.8207,22820.7227,571.8368,36.7431,4601.1744,21.5897,12902.9538,17.8798,32.5172,10.6355,3.5019,2.9832,2.3677,38.9796,6.8031,1.5447,29.8505,2698.8122,41.4884,3650.961,41.6609,12896.5732,95.084,25974.2263,121.0898,2.7572,578.0385,2.7,1.79,0.7361,578.0385,105.157,244.0809,17.8533,27.3784,26.8962
2025-05-25 00:00:01,1748131201,1,3.6725,69.9924,86.6816,384.5657,1.79,918.4204,1137.0,1.5466,1.79,1.7002,1.7241,2.0,121.8011,1.7243,0.376,2976.2604,1.0,1.2865,6.9321,5.7098,1.0,85.4209,13.4744,3.0159,2.0,1.3773,2872.1665,0.8226,943.1103,7.1823,4188.2872,508.2262,24.0,97.2007,21.9405,177.721,6.5763,59.0388,132.6076,49.8986,15.0,133.554,0.8815,2.2639,0.7408,6.5764,0.7408,2.7369,0.7408,11.1669,0.7408,72.7676,8690.4011,7.6813,209.6527,7.832,26.0444,6.6418,130.7329,355.6845,16229.9034,3.6053,0.7408,85.4216,1311.7001,42028.3244,127.7756,0.7408,158.964,0.709,142.7285,129.1507,87.5151,3995.6278,1.5465,433.6788,1369.9988,0.3067,0.8333,508.7353,21768.6951,89500.0,299.3478,200.2246,17.8796,5.4752,9.2081,17.3638,4522.3333,54.5318,2101.3696,3589.9293,8.067,39.8483,45.5015,15.47,1744.7526,19.2793,4.2401,63.8565,17.8796,1580.6181,36.8301,10.1132,136.6735,1.6762,0.3845,1.0,3.6843,4.1202,55.3826,281.7535,3.7534,8032.7313,3.64,4.4609,103.3577,79.6144,1451.4812,3.75,8.5476,14.8054,509.6987,9.5399,1.2865,0.7408,22.8207,22820.7227,571.8172,36.7433,4598.7827,21.5972,12901.5144,17.8796,32.5091,10.6176,3.5021,2.9831,2.367,38.9751,6.8027,1.5465,29.8864,2697.5949,41.4884,3651.171,41.6594,12897.8641,95.084,25974.3866,121.0722,2.7572,578.2385,2.7,1.79,0.7361,578.2385,105.1934,244.0723,17.8617,27.3682,26.8962
2025-05-26 00:00:02,1748217602,1,3.6725,70.0533,86.7666,384.4439,1.79,917.7592,1137.0,1.5401,1.79,1.7052,1.7209,2.0,121.6329,1.721,0.376,2975.2188,1.0,1.2854,6.9352,5.6952,1.0,85.2472,13.4565,3.0229,2.0,1.3739,2885.5626,0.8222,942.8512,7.1774,4165.1287,508.6497,24.0,97.0177,21.8686,177.721,6.5617,59.1459,132.5729,49.8919,15.0,135.1686,0.8799,2.2596,0.7395,6.5616,0.7395,2.7362,0.7395,10.708,0.7395,72.7555,8737.0163,7.6881,209.6345,7.8319,26.0716,6.6293,130.7295,355.1612,16238.8673,3.6087,0.7395,85.2409,1309.7102,42044.2468,127.7344,0.7395,159.0668,0.709,142.7303,129.2172,87.4832,3981.9068,1.5405,432.8623,1366.2558,0.307,0.8333,512.1732,21762.4641,89500.0,299.2133,200.3404,17.8138,5.4657,9.2114,17.4156,4513.1293,54.5248,2102.7253,3594.0885,8.0668,39.7839,45.7014,15.487,1734.4454,19.2371,4.2312,63.673,17.8138,1583.5914,36.8627,10.1078,136.3956,1.67,0.3845,1.0,3.6754,4.1081,55.3841,283.1551,3.7371,8034.9862,3.64,4.4587,103.3768,79.5386,1449.568,3.75,8.5659,14.9027,458.9106,9.5174,1.2854,0.7395,22.8207,22820.7227,571.7405,37.0548,4586.8764,21.5566,12906.1243,17.8138,32.5416,10.5874,3.5032,2.9879,2.3779,39.0237,6.8204,1.5405,29.794,2684.9779,41.5101,3648.6988,41.6751,12902.6227,95.084,25971.5756,120.9228,2.684,577.1498,2.7,1.79,0.7361,577.1498,104.9954,244.2595,17.8186,27.5772,26.8962
2025-05-27 00:00:01,1748304001,1,3.6725,69.8024,86.5259,384.5338,1.79,918.7501,1139.83,1.5406,1.79,1.7001,1.7173,2.0,121.8989,1.7174,0.376,2973.7982,1.0,1.2839,6.9024,5.6552,1.0,85.1213,13.4368,3.026,2.0,1.3728,2871.7009,0.8208,939.9915,7.1825,4146.1767,507.6456,24.0,96.8189,21.8397,177.721,6.5498,58.8759,132.2266,49.8177,15.0,133.684,0.8781,2.2443,0.7372,6.5498,0.7372,2.7361,0.7372,10.6485,0.7372,72.7567,8700.9091,7.6715,209.5139,7.8373,26.0183,6.6157,130.769,354.2015,16232.402,3.5592,0.7372,85.1214,1308.9791,42051.3492,127.0671,0.7372,158.9435,0.709,142.6976,129.1607,87.4837,3979.0076,1.5405,431.9754,1368.8707,0.3064,0.8333,511.1661,21712.3284,89500.0,299.4036,199.9242,17.8473,5.4648,9.2,17.2974,4526.302,54.5179,2098.6831,3598.3342,8.0725,39.7803,45.2351,15.4614,1741.9519,19.2295,4.2181,63.8416,17.8473,1580.9758,36.7802,10.0959,136.194,1.6665,0.3845,1.0,3.6553,4.0977,55.4403,281.8561,3.7262,8009.7928,3.64,4.4474,103.0531,79.7728,1437.2126,3.75,8.5627,14.4843,454.2027,9.5125,1.2839,0.7372,22.8207,22820.7227,571.4353,37.0647,4618.3511,21.5124,12879.1885,17.8473,32.5836,10.5295,3.5042,2.9817,2.3908,39.0031,6.79,1.5405,29.7586,2679.8938,41.5461,3647.6646,41.5071,12907.0049,95.2387,25902.4442,120.0941,2.748,575.9672,2.7,1.79,0.7309,575.9672,104.7802,243.8527,17.8472,27.6734,26.8962
2025-05-28 00:00:02,1748390402,1,3.6725,69.8427,86.2504,384.262,1.79,918.7763,1148.0,1.5514,1.79,1.6997,1.7245,2.0,122.0289,1.7242,0.376,2973.4576,1.0,1.2882,6.9147,5.6622,1.0,85.3369,13.4532,3.0093,2.0,1.379,2871.1403,0.8267,940.3014,7.1923,4142.333,508.1958,24.0,97.2218,21.9555,177.721,6.5781,58.864,131.9452,49.8038,15.0,133.617,0.8817,2.2525,0.7394,6.5767,0.7394,2.7358,0.7394,10.3711,0.7394,72.7543,8701.0633,7.6656,209.4861,7.8388,26.0188,6.6432,130.7037,356.0188,16270.7413,3.537,0.7394,85.3663,1308.8295,41999.2736,126.9579,0.7394,159.1229,0.709,144.0432,129.1312,87.4773,4029.3934,1.5515,433.7729,1373.8479,0.3066,0.8333,511.7604,21710.3686,89500.0,299.3445,199.8534,17.9283,5.4638,9.2125,17.2513,4522.758,54.1899,2097.5274,3535.536,8.0741,39.7751,45.3961,15.4517,1741.9962,19.2563,4.2377,63.8385,17.9283,1583.2911,36.7652,10.1473,136.5391,1.6805,0.3845,1.0,3.6491,4.1291,55.5512,282.7547,3.7454,8012.8743,3.64,4.4573,103.3444,80.1034,1437.3578,3.75,8.5638,14.2785,449.3233,9.6119,1.2882,0.7394,22.8207,22820.7227,571.385,36.6515,4621.1349,21.6019,12869.3087,17.9283,32.7481,10.3889,3.5001,2.9839,2.3739,39.0648,6.7892,1.5515,29.8638,2683.1897,41.6662,3647.4496,41.5674,12887.0681,95.8052,25923.0092,119.9665,2.759,578.3639,2.7,1.79,0.7331,578.3639,105.2162,243.7292,17.9328,27.3391,26.9014
2025-05-29 00:00:02,1748476802,1,3.6725,69.1905,86.7287,384.3266,1.79,917.9661,1161.0,1.5557,1.79,1.6996,1.7326,2.0,122.1238,1.7322,0.376,2976.4004,1.0,1.2894,6.9199,5.6509,1.0,85.4209,13.4655,3.0505,2.0,1.383,2883.9372,0.8289,937.8934,7.1918,4106.6977,508.4223,24.0,97.6819,22.0598,177.721,6.609,59.0054,132.0838,49.7844,15.0,135.1047,0.8864,2.2626,0.7426,6.6027,0.7428,2.7345,0.7426,10.3804,0.7426,72.7505,8684.0329,7.6784,209.4711,7.8378,26.0418,6.6747,130.6324,356.8455,16295.9567,3.5174,0.7426,85.4333,1309.9088,42049.9059,127.3469,0.7426,159.3237,0.709,144.9715,129.2366,87.5027,3995.3713,1.5561,435.8259,1373.4549,0.307,0.8333,511.6631,21645.9324,89500.0,299.5827,200.1731,17.9292,5.4589,9.2643,17.2681,4528.8643,54.3171,2099.7188,3604.6392,8.0733,39.768,45.6209,15.4591,1739.0566,19.3481,4.2269,63.8279,17.9292,1586.4212,36.8031,10.18,136.6734,1.6774,0.3845,1.0,3.6415,4.1566,55.5243,282.627,3.7516,8012.3636,3.64,4.4643,103.5289,79.8204,1445.7655,3.75,8.5616,14.6516,543.8527,9.6493,1.2895,0.7426,22.7306,22730.5833,571.2725,36.6292,4592.3002,21.7041,12944.9957,17.9292,32.695,10.1224,3.4997,2.9888,2.3693,39.0976,6.7895,1.5561,29.8127,2688.5283,41.6188,3638.4606,41.5521,12877.0081,96.5303,25959.2873,120.8552,2.7738,581.1012,2.7,1.79,0.738,581.1012,105.7142,243.8137,17.9217,26.7535,26.9023
2025-05-30 00:00:01,1748563201,1,3.6725,69.1991,87.1028,384.5084,1.79,918.5716,1174.5,1.5521,1.79,1.7001,1.7223,2.0,122.1976,1.7235,0.376,2978.3958,1.0,1.2873,6.9182,5.6778,1.0,85.4614,13.4492,3.0375,2.0,1.3809,2881.252,0.8238,940.9006,7.1871,4128.8105,508.5103,24.0,97.0994,21.9957,177.721,6.5657,58.9877,132.189,49.7515,15.0,134.1371,0.8808,2.2622,0.7415,6.5665,0.7414,2.7337,0.7415,10.4327,0.7415,72.7514,8697.0577,7.6751,209.3408,7.84,26.0323,6.6349,130.6802,356.3555,16286.843,3.5043,0.7415,85.4563,1310.8595,42032.0424,127.7563,0.7415,159.4425,0.709,144.2424,129.1609,87.4892,3993.3666,1.5521,433.2268,1371.7256,0.3069,0.8333,508.2725,21685.8699,89500.0,299.1255,199.9928,17.8021,5.4659,9.2318,17.2277,4525.7603,54.4264,2099.4369,3600.2117,8.0752,39.7697,45.773,15.4503,1741.3463,19.3316,4.2431,63.8312,17.8021,1587.2624,36.7787,10.1313,136.7383,1.6733,0.3845,1.0,3.6389,4.1547,55.6913,282.4657,3.7386,8020.0048,3.64,4.4814,103.4199,78.1173,1446.1642,3.75,8.562,14.6021,511.2953,9.5627,1.2874,0.7415,22.7306,22730.5833,571.5279,36.6353,4641.1841,21.5747,12916.8859,17.8021,32.6082,10.1674,3.4998,2.9772,2.3615,39.173,6.782,1.5521,29.7445,2683.722,41.5365,3642.5782,41.5369,12825.7734,96.8577,26010.1251,120.7092,2.7645,577.6357,2.7,1.79,0.74,577.6357,105.0838,243.5317,17.8018,26.5687,26.9037
2025-05-31 00:00:01,1748649601,1,3.6725,69.2848,87.068,384.2525,1.79,917.8175,1195.33,1.5544,1.79,1.7003,1.7239,2.0,122.2147,1.724,0.376,2978.4325,1.0,1.2903,6.9236,5.6718,1.0,85.5674,13.4861,3.0114,2.0,1.3762,2869.5673,0.823,937.1544,7.201,4131.1202,508.6099,24.0,97.1906,21.9725,177.721,6.5738,59.0028,132.1779,49.7474,15.0,132.3038,0.8814,2.2653,0.7427,6.5738,0.7427,2.733,0.7427,10.5984,0.7427,72.7554,8685.4876,7.6767,209.3396,7.841,26.0384,6.6411,130.7849,355.7795,16346.2188,3.5116,0.7427,85.5675,1310.8781,42017.0735,127.2699,0.7427,159.3691,0.709,144.0476,129.1157,87.4887,3993.26,1.5544,433.6338,1379.8551,0.3069,0.8333,509.671,21723.5882,89500.0,299.3281,200.0582,17.9667,5.4659,9.2332,17.2203,4531.5174,54.6014,2100.2016,3548.5006,8.0761,39.7697,45.5739,15.4536,1744.9711,19.3925,4.2504,63.8134,17.9667,1586.7488,36.7888,10.2071,136.9079,1.6761,0.3845,1.0,3.6396,4.1589,55.8038,282.2908,3.7464,8030.2017,3.64,4.465,103.3595,77.9643,1453.8739,3.75,8.5559,14.7479,510.214,9.593,1.2903,0.7427,22.7306,22730.5833,571.5307,36.6355,4639.6759,21.595,12899.1626,17.9667,32.8152,10.1646,3.4999,2.9926,2.3648,39.2583,6.7831,1.5544,29.816,2679.1705,41.5287,3640.6595,41.5435,12825.2009,97.3126,26025.9421,120.7824,2.7648,578.1784,2.7,1.79,0.7354,578.1784,105.1825,243.5415,17.9347,26.6098,6.9102
2025-06-01 00:00:01,1748736001,1,3.6725,69.2885,87.0757,384.2519,1.79,917.6482,1195.33,1.5538,1.79,1.7003,1.724,2.0,122.2083,1.7241,0.376,2978.4881,1.0,1.2903,6.9235,5.6727,1.0,85.5604,13.485,3.013,2.0,1.3765,2870.2603,0.8228,937.1223,7.2007,4131.3527,508.6146,24.0,97.1977,21.9773,177.721,6.5757,59.0026,132.1806,49.7442,15.0,132.5268,0.8815,2.2652,0.7425,6.5757,0.7425,2.733,0.7425,10.5794,0.7425,72.7548,8688.0585,7.6767,209.3378,7.8414,26.0384,6.6416,130.8452,355.9303,16336.8944,3.5125,0.7425,85.5605,1310.9062,42018.9439,127.2735,0.7425,159.3651,0.709,144.0692,129.1165,87.4881,3993.0984,1.5547,433.6654,1379.576,0.3069,0.8333,509.8613,21725.6182,89500.0,299.3125,200.0528,17.9673,5.4659,9.2337,17.2199,4531.4858,54.3921,2100.2076,3550.9282,8.0765,39.7698,45.5477,15.4535,1744.352,19.3925,4.25,63.8169,17.9673,1584.7466,36.7884,10.2061,136.8966,1.6762,0.3845,1.0,3.6396,4.1588,55.7877,282.3944,3.7466,8030.6054,3.64,4.4655,103.3749,78.1132,1452.2372,3.75,8.5562,14.7386,508.576,9.5954,1.2903,0.7425,22.7306,22730.5833,571.535,36.6358,4635.9309,21.5965,12897.9656,17.9673,32.8042,10.1603,3.4999,2.9931,2.3641,39.262,6.7831,1.5547,29.8275,2679.5294,41.5282,3641.1858,41.5435,12824.3338,97.3126,26021.1175,120.7734,2.7646,578.2205,2.7,1.79,0.7354,578.2205,105.1901,243.539,17.9315,26.6076,6.9102
2025-06-02 00:00:01,1748822401,1,3.6725,69.5183,86.6555,384.5369,1.79,917.7777,1195.33,1.5523,1.79,1.7,1.7225,2.0,122.1812,1.7226,0.376,2976.5998,1.0,1.2895,6.917,5.6844,1.0,85.603,13.4383,3.0212,2.0,1.3733,2886.0251,0.8224,941.0641,7.2001,4132.3244,507.6366,24.0,97.1126,21.9551,177.721,6.569,58.9718,132.1007,49.7221,15.0,135.0087,0.8808,2.2609,0.7425,6.5691,0.7425,2.7315,0.7425,10.3268,0.7425,72.7568,8739.3445,7.672,209.1628,7.8414,26.0331,6.6358,130.891,355.7671,16343.3456,3.513,0.7425,85.6031,1310.187,42028.1961,127.2909,0.7425,159.3614,0.709,143.8627,129.1045,87.4787,4031.8014,1.5525,433.2861,1380.457,0.3066,0.8333,510.4668,21707.7736,89500.0,299.1411,199.6233,17.9714,5.477,9.2295,17.284,4531.7291,54.387,2098.1257,3550.4774,8.0766,39.7618,45.6677,15.4492,1734.9976,19.4192,4.2562,63.879,17.9714,1587.2643,36.7706,10.2034,136.9648,1.6738,0.3845,1.0,3.6188,4.1127,55.8281,281.7818,3.7514,8019.5723,3.64,4.4626,103.303,77.7356,1450.8715,3.75,8.5811,14.5587,458.4523,9.5804,1.2895,0.7425,22.7306,22730.5833,571.9611,36.7844,4617.2868,21.5777,12878.4393,17.9714,32.8024,10.1387,3.4999,2.9798,2.3531,39.256,6.7801,1.5525,29.7861,2685.9957,41.4955,3647.3851,41.5601,12816.1698,97.3126,26001.6177,120.2062,2.7607,577.7148,2.7,1.79,0.7354,577.7148,105.0981,243.5152,17.9723,26.6283,6.9102
2025-06-03 00:00:02,1748908802,1,3.6725,69.4359,86.4131,384.5714,1.79,917.6288,1181.17,1.541,1.79,1.7003,1.7109,2.0,122.2067,1.7111,0.376,2975.7121,1.0,1.2859,6.9169,5.7008,1.0,85.4482,13.4288,2.9986,2.0,1.3705,2882.3641,0.8172,944.4287,7.1997,4137.4844,507.424,24.0,96.4561,21.7865,177.721,6.5251,58.8989,131.9408,49.696,15.0,133.1027,0.8747,2.2538,0.7386,6.5255,0.7385,2.732,0.7386,10.5032,0.7386,72.7563,8704.6602,7.6774,209.2252,7.8449,26.0415,6.5909,130.9084,352.4922,16291.6739,3.5228,0.7386,85.4483,1309.8064,42001.0811,126.4124,0.7386,159.4426,0.709,142.7109,129.1995,87.4738,3981.5078,1.5412,430.3566,1376.0516,0.3065,0.8333,511.0576,21724.2824,89500.0,299.4947,199.516,17.8729,5.4774,9.1994,17.286,4533.0065,54.382,2099.5942,3539.0478,8.0804,39.7591,45.5794,15.4592,1742.4073,19.2583,4.2565,63.8364,17.8729,1579.8228,36.7832,10.0748,136.7171,1.6568,0.3845,1.0,3.6163,4.1032,55.6749,281.8059,3.7218,8021.7071,3.64,4.4232,102.7044,78.6381,1456.3117,3.75,8.5641,14.7767,453.8078,9.5222,1.2858,0.7386,22.7306,22730.5833,571.8041,36.7908,4666.5566,21.4318,12883.4498,17.8729,32.5347,10.1326,3.5,2.9562,2.3516,39.1884,6.7843,1.5412,29.8853,2679.2407,41.6333,3644.4251,41.5276,12814.1391,97.3126,26041.2762,120.3411,2.7573,573.8088,2.7,1.79,0.7291,573.8088,104.3876,243.6358,17.8637,26.6811,6.9213
2025-06-04 00:00:01,1748995201,1,3.6725,69.5266,86.1953,384.4009,1.79,919.9958,1184.0,1.547,1.79,1.7003,1.7177,2.0,122.2234,1.7177,0.376,2973.8093,1.0,1.2892,6.9273,5.6702,1.0,85.7048,13.4351,3.0008,2.0,1.3724,2885.261,0.8228,939.7268,7.1907,4147.8175,508.9684,24.0,96.8376,21.863,177.721,6.5537,59.0418,131.7795,49.675,15.0,134.6626,0.8782,2.2569,0.7395,6.554,0.7394,2.7316,0.7395,10.3656,0.7395,72.7444,8703.8091,7.6857,209.2244,7.8458,26.0676,6.617,130.8609,354.5163,16327.813,3.5204,0.7395,85.7017,1308.9795,42000.9868,126.9358,0.7395,159.477,0.709,143.6543,129.1446,87.4652,4029.8582,1.5471,432.0589,1376.479,0.3068,0.8333,512.7261,21724.582,89500.0,299.2369,199.614,17.8726,5.4519,9.2032,17.2565,4523.4835,54.0325,2100.7629,3542.1212,8.0811,39.7383,45.4905,15.4751,1742.0493,19.244,4.2455,63.8361,17.8726,1578.9171,36.8161,10.1401,137.1277,1.6662,0.3845,1.0,3.6235,4.1062,55.715,282.8006,3.7542,8031.541,3.64,4.4373,102.9279,78.9175,1447.7052,3.75,8.5632,14.7476,449.3574,9.6168,1.2892,0.7395,22.7306,22730.5833,571.453,36.799,4670.9254,21.5165,12889.6735,17.8726,32.5997,10.1012,3.5,2.9571,2.3529,39.1525,6.7933,1.5471,29.9212,2677.2015,41.6877,3643.6062,41.6566,12857.1159,97.4194,26047.7866,119.9329,2.7478,576.0785,2.7,1.79,0.7324,576.0785,104.8005,243.8768,17.869,26.8029,6.9239
